Sig Name,Drive F,Frame 123421,
Format,Mag,Scaling,EU

Hz,V
       4.953223,     0.05879668
       4.955176,     0.05883566
       4.957129,     0.05866201
       4.959102,     0.05865891
       4.961055,     0.05862834
       4.963008,       0.058523
       4.964961,     0.05850171
       4.966914,     0.05851663
       4.968867,     0.05833111
        4.97082,     0.05838616
       4.972774,     0.05829991
       4.974727,     0.05826416
        4.97668,     0.05819487
       4.978633,     0.05816839
       4.980586,     0.05811704
       4.982539,     0.05809515
       4.984492,     0.05802068
       4.986445,     0.05804656
       4.988399,     0.05784357
       4.990352,     0.05796867
       4.992305,     0.05777495
       4.994258,     0.05788976
       4.996211,      0.0576993
       4.998164,     0.05776263
       5.000117,     0.05764199
        5.00207,     0.05759614
       5.004024,     0.05760507
       5.005977,     0.05743697
        5.00793,     0.05757437
       5.009883,     0.05741836
       5.011826,     0.05743104
       5.013779,      0.0572648
       5.015732,     0.05728272
       5.017685,     0.05727777
       5.019639,     0.05713096
       5.021592,     0.05723722
       5.023545,     0.05699757
       5.025498,     0.05717535
       5.027451,     0.05698902
       5.029404,     0.05693695
       5.031357,     0.05699712
        5.03331,     0.05683547
       5.035264,     0.05684774
       5.037236,     0.05685144
       5.039189,     0.05670579
       5.041142,     0.05669522
       5.043096,     0.05671477
       5.045049,     0.05660637
       5.047002,     0.05661716
       5.048955,     0.05654205
       5.050908,     0.05649053
       5.052861,     0.05646304
       5.054814,     0.05644022
       5.056767,     0.05634224
       5.058721,     0.05633618
       5.060674,     0.05625857
       5.062627,     0.05621748
        5.06458,     0.05616432
       5.066533,     0.05602752
       5.068486,     0.05611613
       5.070439,     0.05604475
       5.072392,      0.0559665
       5.074336,     0.05599217
       5.076289,     0.05593825
       5.078242,     0.05591119
       5.080195,     0.05583686
       5.082149,     0.05579534
       5.084102,     0.05573249
       5.086055,      0.0556506
       5.088008,     0.05575838
       5.089961,     0.05560122
       5.091914,     0.05552245
       5.093867,     0.05557789
        5.09582,     0.05550242
       5.097774,     0.05536691
       5.099727,     0.05546215
        5.10168,      0.0553368
       5.103633,      0.0553405
       5.105586,     0.05527277
       5.107539,     0.05522829
       5.109492,     0.05528454
       5.111445,     0.05513295
       5.113399,     0.05519548
       5.115352,     0.05503264
       5.117305,     0.05504901
       5.119277,     0.05502852
       5.121231,     0.05495658
       5.123184,     0.05490535
       5.125137,     0.05490613
        5.12709,      0.0547648
       5.129043,     0.05482719
       5.130996,     0.05469105
       5.132949,     0.05466902
       5.134902,     0.05471066
       5.136846,     0.05455896
       5.138799,     0.05462479
       5.140752,      0.0545783
       5.142705,     0.05439791
       5.144658,     0.05455682
       5.146611,     0.05440187
       5.148564,      0.0542923
       5.150517,     0.05434753
       5.152471,     0.05438131
       5.154424,     0.05418098
       5.156377,       0.054235
        5.15833,      0.0542601
       5.160283,     0.05403149
       5.162236,     0.05406943
       5.164189,     0.05415924
       5.166142,     0.05393207
       5.168096,     0.05388429
       5.170049,      0.0540476
       5.172002,     0.05378702
       5.173955,     0.05375191
       5.175908,     0.05390755
       5.177861,     0.05373939
       5.179814,     0.05363522
       5.181767,     0.05380911
       5.183721,      0.0536425
       5.185674,     0.05352597
       5.187627,     0.05360213
        5.18958,     0.05361248
       5.191533,     0.05346137
       5.193486,     0.05333588
       5.195439,     0.05347532
       5.197412,     0.05333677
       5.199287,     0.05345716
