Sig Name,Drive F,Frame 123421,
Format,Mag,Scaling,EU

Hz,V
       5.152471,      0.1068437
       5.154424,      0.1068876
       5.156377,      0.1069669
        5.15833,      0.1065325
       5.160283,      0.1065661
       5.162236,      0.1066786
       5.164189,      0.1064157
       5.166142,      0.1063169
       5.168096,      0.1064205
       5.170049,      0.1062315
       5.172002,      0.1062057
       5.173955,      0.1062726
       5.175908,      0.1059581
       5.177861,      0.1059771
       5.179814,      0.1059183
       5.181767,       0.105824
       5.183721,      0.1055651
       5.185674,      0.1057355
       5.187627,      0.1057854
        5.18958,      0.1055808
       5.191533,      0.1054969
       5.193486,      0.1054397
       5.195439,      0.1053754
       5.197412,      0.1052662
       5.199287,      0.1052916
